day,title,summary,start,end,type,location,categories
Thursday,"How Industrial​ ​3D​ ​Printing Is Helping Startups Go from Zero to Factory​","In an era when technology products are making a huge impact on almost every industry, 3D printing is changing the way things are being produced.
Experimentation is the key to innovation and cost-effective 3D printing fuels it by speeding up the development cycle and allowing startups to achieve a competitive edge at an affordable cost.. These days startups can not only code in their garage but also test and produce their products there.",14:35,14:55,Talks,"Stage 4",#industry
Thursday,"A New World Order In Media: Blurring Of The Lines Between Traditional Media Players And OTT Players","Technology improvements have made it possible for media to compete with traditional cable or satellite pay TV providers on the distribution of content. What are the consequences and what challenges lies ahead?",14:35,15:05,Talks,"Stage 5",#media
Thursday,"PITCH SESSION: SUPPORTING HEALTH JOURNEYS Part 1",,14:35,17:30,"Partners Program",,"#health&wellbeing\n#startupacademy"
Thursday,"RIMOWA – Electronic Tag technology","Location : Lab LVMH M20",14:40,15:10,"Partners Program",,"#IoT\n#luxury\n#mobility"
Thursday,"Building Companies",,14:45,15:20,Talks,"Stage 1",
Thursday,"Pich Innovation Awards Group 3","Location: Lab AccorHotels – M21",14:45,15:45,Pitches&Demos,,"#hospitality\n#marketing\n#startupacademy"
Thursday,"Netexplo: a Strategic Move for Les Echos","With:
Benoît Georges (Chef de service, Les Echos)
Marion Moreau (Sigfox) – Moderator.",14:45,15:00,"Partners Program","Les Echos - Le Parisien",#media
Thursday,"Tailor-Made Travel","Everyone wants to have unique experiences while traveling. Today, in the age of Big Data, we will increasingly be able to provide travelers with personalized offers. ",14:50,15:05,Talks,"Stage 3",#hospitality
Thursday,"Energy Revolution Tech Talk : Biopolymers","Location : Lab Engie M30",14:50,15:10,"Partners Program",,"#energy\n#nexttechs"
Thursday,"Cultivating The Workforce Of The Future","Where do you turn to become part of the workforce of the future? Cisco Networking Academy and its partners are providing institutions and individuals with the skills to thrive in the networked economy. Leaders from the highest levels of French government and academia are partnering with Cisco to implement an approach to education that aims to transform lives, business, communities and the country.",14:55,15:15,Talks,"Stage 2","#education\n#positiveimpact\n#womenrock"
Thursday,"Bringing Scalable Innovation To The Factories Of The Future","Actemium,the VINCI Energies brand dedicated to industrial processes, talks about how it is working with startups to introduce Big Data, augmented reality, virtual reality and IoT into its clients' factories.",14:55,15:25,Talks,"Stage 4","#AR&VR\n#data\n#industry\n#IoT"
Thursday,"New Frontiers In Tech: Where Are The Business Cases?","Blockchain, AI, VR, and other new breakthrough technologies seem closer than ever. Our experts discuss the realistic opportunities for these technologies as well as monetization strategies.",15:00,15:20,Talks,"Stage 6",#startupacademy
Thursday,"How to bootstrap your business with little investment in infrastructure?","Location: Booth G09",15:00,16:00,"Partners Program",,#startupacademy
Thursday,"‘My interview with Emmanuel Macron’","Testimony by Zora YOUNSI.
Location: Talent Connect’s Stand – B13",15:00,15:20,,"Talent Connect","#peoplematter\n#positiveimpact\n#womenrock"
Thursday,"Drone Demos","Come see exciting drones fly : Hercules, a French professional drone from Drone Volt, Micro Drones 3.0 from UK startup Extreme Flyers and TC411 from German startup Turncircles.",15:00,15:30,Pitches&Demos,"Discovery Arena","#drones\n#mobility"
Thursday,"HOW: Open Innovation For Growth And Transformation","Speakers:
Michel Paolucci, Partner Innovation & Technology at KPMG
Cyril Garnier, DG SCNF Développement
Pierre Guenoun, Chargé de mission du CEO France at Akka Technologies
Jérôme Tredan, DG of Saagie
Laurent Dumas Crouzillac, Partner at Cap Horn
Yann Gozlan, Founder & President at Creative Valley
Dominique Druon, Founder & President at Aliath
 ",15:00,15:40,"Partners Program","Workshop 2","#positiveimpact\n#startupacademy\n#telco"
Thursday,"Cyber Intelligence And Smart Soc","EY Convergence Lab Session
EY Booth Main Stage ",15:00,15:30,"Partners Program",,"#artificialintelligence\n#cybersecurity\n#data"
Thursday,"Licensing: A Business Model In The IoT ?","Licensing: a business model in the IoT 
INPI booth, Agora space (D 30)
Laurent Tonnelier, CEO, MobileadFrédéric Caillaudr,Directeur Innovation Marketing et Communication, INPI",15:00,15:30,"Partners Program",,"#b2bservices\n#IoT\n#startupacademy"
Thursday,"Dealing with Fake News","With:
Elodie Vialle (Responsable du bureau Journalisme et Technologie de Reporters sans frontières)
Clémence Lemaistre (Rédactrice en chef, Les Echos)
Marion Moreau (Sigfox)- moderator",15:00,15:30,"Partners Program","Les Echos - Le Parisien","#media\n#womenrock"
Thursday,"Keynote Entrepreneur BPI : Famoco","With the participation of  Lionel Barbaran – CEO Famoco
Caroline Boullenger – Hub Network Manager
Location : Lab Vinci Energies M15",15:00,16:00,"Partners Program",,"#energy\n#industry"
Thursday,"Challenge #2 Enhance Public Safety & Security Through Smart Video Monitoring","Start-up pitch round 2
Presentation 5′ each
– CHRONOCAM
– TERRA3D
– DEEPOMATIC",15:00,15:30,"Partners Program",,"#2050\n#AR&VR"
Thursday,"« Keynote : Les Chatbot Pour Délivrer un Meilleur Service ? »","With the participation of  Marine Morio (MYFT1) & Thomas Bidet (MYFTF1)
The Chatbot Factory, Lucette
Location : Lab TF1 N12",15:00,16:00,"Partners Program",,"#artificialintelligence\n#data\n#media"
Thursday,"Grow Your Business with Facebook","Extending your reach has never been this easy! Learn to grow your sales by connecting with your leads, website visitors and app users, or people in your ideal target audience.
Nicolas Roux",15:00,15:30,"Partners Program",,#marketing
Thursday,"Presentation of Airbus DS Incubator Lab projects","Location: Lab Airbus C07",15:00,15:20,"Partners Program",,#industry
Thursday,"Vocational Training Without Constraints","Vocational training without constraints. 
Unow 
Location: Booth P16 Hall 1",15:00,15:15,"Partners Program",,"#education\n#HR&talent"
Thursday,"Cognitive Learning & AI In 3D","« Cognitive learning & AI in 3D ».
Kisdcode 
Location: Booth P16 Hall 1",15:00,15:50,"Partners Program",,"#artificialintelligence\n#education\n#nexttechs"
Thursday,"The Revolution For Hardware Availability","The revolution for hardware availability ! Or how to be teleported anywhere in the world in less than 5 minutes 
Expert Teleportation 
Location: Booth P16 Hall 1",15:00,15:30,"Partners Program",,"#education\n#nexttechs"
Thursday,"Italy speech","With:
Federica Palermini (Head of Brand & Communication)
Location: Lab Carrefour – N16",15:00,15:30,"Partners Program",,"#peoplematter\n#retail&ecommerce"
Thursday,"Pitch Live Startups Italy","Location: Lab Carrefour – N16",15:00,16:00,"Partners Program",,"#retail&ecommerce\n#startupacademy"
Thursday,Co-venturing,"Location: Stand KPMG – B24",15:00,16:00,"Partners Program",,"#b2bservices\n#startupacademy"
Thursday,"Always on analytics (Demo)","Location: Stand KPMG – B24",15:00,16:00,"Partners Program",,"#b2bservices\n#data\n#hardware"
Thursday,"Axa – Innovation du Groupe","With : Laurent Benichou/ Directeur R&D
Location : Lab Nextdoor C42",15:00,15:30,"Partners Program",,"#data\n#nexttechs"
Thursday,"Tech Is Making Travel Smoother","How will tech change travel? Will AI and other innovations make travel more personalized and help us create unforgettable journeys?",15:05,15:25,Talks,"Stage 3","#artificialintelligence\n#data\n#hospitality"
Thursday,"Emerging Voices: How Great Big Story is Changing the Video Landscape","When CNN launched Great Big Story in October 2015 a new type of video startup was born. In this keynote, Co-founder Chris Berend explains how the company is making an impact on the video landscape by uncovering untold, overlooked and flat-out amazing stories from around the world.",15:05,15:20,Talks,"Stage 5",#media
Thursday,"Big Data Startups Pitches","Big Data Startups Pitches",15:10,15:30,"Partners Program",,"#data\n#startupacademy"
Thursday,"Moonshot Surprise","Women have a key role to play in digital transformation, both in the corporate world and in society at large. Unfortunately, biases often push female experts out of the limelight. As gender parity matters, VivaTech has partnered with influential women’s networks to promote a new generation of female entrepreneurs from around the world. The “Moonshot surprise” is an opportunity for 15 inspiring young women to give a short keynote address sharing where they get the energy that pushes them to reach for the moon. Come and be surprised!",15:15,15:20,Talks,"Stage 2",#womenrock
Thursday,"Talking to Millennials",,15:20,15:50,Talks,"Stage 5",#marketing
Thursday,"Moonshot Surprise","Women have a key role to play in digital transformation, both in the corporate world and in society at large. Unfortunately, biases often push female experts out of the limelight. As gender parity matters, VivaTech has partnered with influential women’s networks to promote a new generation of female entrepreneurs from around the world. The “Moonshot surprise” is an opportunity for 15 inspiring young women to give a short keynote address sharing where they get the energy that pushes them to reach for the moon. Come and be surprised!",15:20,15:25,Talks,"Stage 6",#womenrock
Thursday,"Guerlain & Google – Featuring La Petite Robe Noire 360","With : Delphine Chorenslup, VP Digital, Guerlain
Kristian Saliba, Creative Director, Google Zoo
Location : Lab LVMH M20",15:20,15:50,"Partners Program",,"#AR&VR\n#luxury\n#womenrock"
Thursday,"Tech Loves Arts: New Generation Of French Fashion Women Is Taking Over","While French couture has been second to none in leaving its mark on history and being praised for it’s mastering of crafting, recent years have seen a more diverse and creative fashion scene coming from all over the world. But a new generation has emerged in France, seeking new trends and expressing its arts while marrying tech with its incomparable ""French touch"". Meet with the next generation of French women entrepreneurs in fashion & tech.",15:20,15:50,Talks,"Stage 2",
Thursday,"Future of Entertainment",,15:20,15:55,Talks,"Stage 1",
Thursday,"Start-up pitch session – IOT","Location: Lab Airbus C07",15:20,16:00,Pitches&Demos,,"#IoT\n#startupacademy"
Thursday,"The Use Of VR In Industry","Why immersive technology is becoming more important to manufacturers trying to maintain complex equipment and processes.",15:25,15:40,Talks,"Stage 4",#industry
Thursday,"Design: How To Raise The Bar","The impact of design goes way beyond aesthetics. Lessons learned about building great brands and creative leadership from Vince Voron, who has worked at Apple, Coke and Dolby.",15:25,15:40,Talks,"Stage 6","#industry\n#marketing\n#startupacademy"
